Respondent.Serial,sample_group,idfx,respID,sernofx,S1,S2,respondent_age,hAgeRecode,S3,S4,S5,S6,S7 (1/9),S7 (2/9),S7 (3/9),S7 (4/9),S7 (5/9),S7 (6/9),S7 (7/9),S7 (8/9),S7 (9/9),Q1,Q2,Q3,Q4,Q5 (1/24),Q5 (2/24),Q5 (3/24),Q5 (4/24),Q5 (5/24),Q5 (6/24),Q5 (7/24),Q5 (8/24),Q5 (9/24),Q5 (10/24),Q5 (11/24),Q5 (12/24),Q5 (13/24),Q5 (14/24),Q5 (15/24),Q5 (16/24),Q5 (17/24),Q5 (18/24),Q5 (19/24),Q5 (20/24),Q5 (21/24),Q5 (22/24),Q5 (23/24),Q5 (24/24),OB1_loop[{_01}].OB1,OB1_loop[{_02}].OB1,OB1_loop[{_03}].OB1,OB1_loop[{_04}].OB1,OB1_loop[{_05}].OB1,OB1_loop[{_06}].OB1,OB1_loop[{_07}].OB1,OB1_loop[{_08}].OB1,OB1_loop[{_09}].OB1,OB1_loop[{_10}].OB1,OB1_loop[{_11}].OB1,OB1_loop[{_12}].OB1,OB1_loop[{_13}].OB1,OB1_loop[{_14}].OB1,OB2,OB3,OB4 (1/8),OB4 (2/8),OB4 (3/8),OB4 (4/8),OB4 (5/8),OB4 (6/8),OB4 (7/8),OB4 (8/8),OB5_loop[{_01}].OB5,OB5_loop[{_02}].OB5,OB5_loop[{_03}].OB5,OB5_loop[{_04}].OB5,OB5_loop[{_05}].OB5,OB5_loop[{_06}].OB5,OB5_loop[{_07}].OB5,OB5_loop[{_Other}].OB5,C0,C1,hCompanySize,C2,C3,C4,C5,C6 (1/6),C6 (2/6),C6 (3/6),C6 (4/6),C6 (5/6),C6 (6/6),C7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,gen_pop,2A1G2B,2A1G2B,609,_02,1989,36,age_04,_04,_01,_03,_06,_02,_03,_06,,,,,,,_04,"In the field of industrial safety: Optimizing safety procedures in factories, reducing accident rates, and directly contributing to production safety are regarded as the ""backstage guardians"".",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_02,_03,_02,_03,_02,_03,_02,_02,_03,_03,_03,_03,_03,_03,_04,_02,_02,_07,,,,,,,,_04,,,,,_04,,Yes,_05,company_03,_04,_01,_03,_03,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,gen_pop,5MJ3D5,5MJ3D5,610,_02,1991,34,age_03,_04,_01,_03,_06,_02,_03,_06,,,,,,,_04,"In the field of industrial safety: Optimizing safety procedures in factories, reducing accident rates, and directly contributing to production safety are regarded as the ""backstage guardians"".",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_02,_02,_03,_03,_02,_02,_02,_02,_03,_03,_03,_02,_03,_03,_04,_02,_07,_04,_02,,,,,,,_05,,_05,,,_04,,Yes,_05,company_03,_04,_01,_03,_03,_03,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,gen_pop,G3KMAC,G3KMAC,611,_02,1993,32,age_03,_04,_01,_01,_05,_02,_03,_06,,,,,,,_04,"In the field of industrial safety: Optimizing safety procedures in factories, reducing accident rates, and directly contributing to production safety are regarded as the ""backstage guardians"".",_01,,,,,,,,,,,,,,,,,,,,,,,,,,_02,_02,_03,_03,_02,_02,_02,_02,_03,_03,_03,_02,_03,_03,_04,_01,_07,_01,,,,,,,_04,,,,,,_04,,Yes,_05,company_03,_04,_01,_03,_03,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,gen_pop,72ECA5,72ECA5,612,_02,1988,37,age_04,_03,_01,_02,_06,_03,_06,,,,,,,,_03,Stressful,_03,_02,_04,_10,_09,,,,,,,,,,,,,,,,,,,,,,_03,_03,_04,_03,_03,_04,_03,_04,_04,_03,_04,_04,_04,_03,_03,_02,_07,_05,,,,,,,,,,,_04,,_03,,No,_03,company_02,_01,_01,_02,_03,_03,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,gen_pop,K5N1F5,K5N1F5,614,_01,1992,33,age_03,_03,_01,_04,_07,_04,,,,,,,,,_02,Low salary; high pressure,_03,_01,_09,_02,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_03,_03,_04,_04,_03,_03,_04,_04,_04,_04,_03,_03,_01,_04,_05,,,,,,,,,,_03,_04,,,,No,_03,company_02,_01,_02,_01,_03,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,gen_pop,LH6IK4,LH6IK4,615,_02,1988,37,age_04,_04,_01,_03,_06,_02,_03,_06,,,,,,,_04,"In the field of industrial safety: Optimizing safety procedures in factories, reducing accident rates, and directly contributing to production safety are regarded as the ""backstage guardians"".",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_02,_03,_03,_03,_02,_03,_02,_02,_03,_03,_03,_02,_03,_03,_04,_01,_03,_07,,,,,,,,,_04,,,,_04,,Yes,_05,company_03,_04,_01,_03,_04,none,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,gen_pop,IEH1M6,IEH1M6,616,_02,1986,39,age_04,_03,_01,_03,_05,_03,_06,,,,,,,,_04,"In the field of industrial safety: Optimizing safety procedures in factories, reducing accident rates, and directly contributing to production safety are regarded as the ""backstage guardians"".",_01,,,,,,,,,,,,,,,,,,,,,,,,,,_02,_03,_03,_03,_02,_03,_02,_02,_03,_03,_03,_02,_03,_03,_04,_01,_01,_03,_07,,,,,,_05,,_05,,,,_04,,Yes,_05,company_03,_04,_01,_03,_03,none,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,gen_pop,F494JH,F494JH,617,_02,1990,35,age_04,_04,_01,_03,_06,_02,_06,,,,,,,,_03,"In the field of industrial safety: Optimizing safety procedures in factories, reducing accident rates, and directly contributing to production safety are regarded as the ""backstage guardians"".",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_02,_03,_03,_03,_02,_02,_02,_02,_03,_03,_03,_03,_03,_03,_04,_02,_05,_04,,,,,,,,,,_04,_04,,,,Yes,_05,company_03,_04,_01,_02,_03,none,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,gen_pop,F8FN9H,F8FN9H,618,_02,1992,33,age_03,_04,_01,_03,_06,_02,_06,,,,,,,,_04,"In the field of industrial safety: Optimizing safety procedures in factories, reducing accident rates, and directly contributing to production safety are regarded as the ""backstage guardians"".",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_02,_03,_03,_03,_02,_03,_02,_02,_03,_03,_03,_02,_03,_03,_04,_01,_06,_07,_04,,,,,,,,,_05,,_05,_04,,Yes,_05,company_03,_04,_01,_02,_05,none,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,gen_pop,FICL9N,FICL9N,619,_02,1989,36,age_04,_04,_01,_03,_06,_02,_04,_06,,,,,,,_04,"In the field of industrial safety: Optimizing safety procedures in factories, reducing accident rates, and directly contributing to production safety are regarded as the ""backstage guardians"".",_01,,,,,,,,,,,,,,,,,,,,,,,,,,_02,_03,_03,_03,_02,_03,_02,_02,_03,_03,_03,_02,_03,_03,_04,_02,_04,_07,,,,,,,,,,_05,,,_04,,Yes,_05,company_03,_04,_01,_03,_05,none,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,gen_pop,3IE44J,3IE44J,620,_01,1994,31,age_03,_02,_01,_06,_06,_04,_06,,,,,,,,_03,Easy job,_03,_01,_04,_02,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_04,_03,_04,_04,_04,_03,_03,_03,_04,_04,_04,_03,_02,_01,_07,_05,,,,,,,,,,,_03,,_03,,No,_02,company_01,_01,_03,_01,_03,_02,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,gen_pop,FKHB2K,FKHB2K,621,_02,1992,33,age_03,_03,_01,_03,_07,_06,,,,,,,,,_03,"Overall, I’m quite satisfied with my work in the security industry. As a security consultant, there’s a unique sense of purpose in helping organizations identify vulnerabilities, strengthen their defenses, and protect what matters most—whether that’s sensitive data, physical assets, or the safety of their people.",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_03,_02,_03,_03,_03,_04,_04,_04,_02,_03,_04,_03,_01,_01,,,,,,,,_04,,,,,,,,Yes,_04,company_03,_04,_01,_02,_10,_01,,,,,,_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,gen_pop,1GEH8H,1GEH8H,622,_01,1994,31,age_03,_04,_01,_02,_07,_05,,,,,,,,,_03,"After a while, I wanted to go for a walk outside.",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_03,_02,_02,_02,_02,_03,_04,_03,_03,_04,_02,_03,_01,_06,,,,,,,,,,,,,_04,,,No,_05,company_03,_06,_02,_01,_10,none,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,gen_pop,NC7M8N,NC7M8N,623,_01,1993,32,age_03,_04,_02,_03,_06,_03,,,,,,,,,_02,Low salary,_03,_01,_12,_03,_04,,,,,,,,,,,,,,,,,,,,,,_03,_04,_04,_03,_04,_03,_04,_04,_04,_03,_04,_03,_03,_04,_04,_01,_07,,,,,,,,,,,,,,_03,,No,_03,company_02,_02,_03,_01,_04,_03,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,gen_pop,3662BH,3662BH,624,_02,1988,37,age_04,_02,_01,_04,_06,_08,,,,,,,,,_04,Easy job,_03,_01,_03,_02,,,,,,,,,,,,,,,,,,,,,,,_03,_04,_03,_04,_03,_04,_04,_04,_03,_04,_03,_04,_04,_03,_03,_01,_03,_07,,,,,,,,,_03,,,,_02,,No,_03,company_02,_02,_01,_03,_04,_02,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,gen_pop,857JDE,857JDE,625,_01,2000,25,age_03,_03,_01,_05,_06,_02,,,,,,,,,_04,"I'm extremely satisfied with my work in the security industry. First, the industry's emphasis on safeguarding lives and property gives me a strong sense of mission, making each task meaningful. Second, the continuous innovation in security technologies, like AI - powered surveillance and advanced access control systems, keeps the work engaging and intellectually stimulating. I get to learn and apply cutting - edge solutions constantly. Also, the collaborative environment with colleagues, sharing insights on threat prevention and risk mitigation, fosters professional growth. Moreover, seeing the positive impact of our efforts in reducing security incidents and ensuring safety reinforces my job satisfaction.",_01,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_02,_02,_03,_02,_02,_04,_03,_03,_04,_04,_04,_03,_01,_06,,,,,,,,,,,,,_04,,,Yes,_03,company_02,_03,_02,_01,_04,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,gen_pop,F5G9GI,F5G9GI,626,_01,1977,48,age_05,_05,_04,_05,_07,_01,,,,,,,,,_04,I have a deep passion for my job. It has brought me many interesting and challenging experiences.,_01,,,,,,,,,,,,,,,,,,,,,,,,,,_01,_03,_04,_03,_04,_02,_02,_02,_02,_03,_03,_02,_03,_03,_04,_02,_07,,,,,,,,,,,,,,_04,,No,_08,company_05,_09,_01,_04,_10,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,gen_pop,F5DDA2,F5DDA2,629,_01,1993,32,age_03,_03,_01,_02,_07,_04,,,,,,,,,_02,Work pressure is high,_03,_01,_02,_09,,,,,,,,,,,,,,,,,,,,,,,_04,_04,_04,_04,_03,_04,_03,_03,_03,_03,_04,_03,_04,_04,_03,_01,_05,_04,,,,,,,,,,_04,_04,,,,No,_03,company_02,_02,_01,_02,_04,_02,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,gen_pop,9J4M74,9J4M74,630,_02,1983,42,age_04,_03,_02,_04,_05,_06,,,,,,,,,_04,"I am extremely passionate about my job. It has brought me many interesting and challenging experiences, and it has also allowed me to assist many people in need.",_01,,,,,,,,,,,,,,,,,,,,,,,,,,_01,_02,_01,_02,_02,_03,_02,_01,_03,_03,_03,_03,_02,_03,_04,_02,_01,_07,,,,,,,_05,,,,,,_04,,No,_04,company_03,_05,_01,_01,_10,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,gen_pop,3DF8CF,3DF8CF,633,_02,1994,31,age_03,_03,_01,_02,_05,_04,_08,,,,,,,,_04,Easy; high-paying,_03,_01,_09,_02,_04,,,,,,,,,,,,,,,,,,,,,,_03,_04,_03,_03,_04,_03,_04,_04,_03,_04,_03,_03,_04,_03,_03,_01,_05,,,,,,,,,,,,_03,,,,No,_03,company_02,_02,_01,_01,_04,_03,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,gen_pop,CI34DI,CI34DI,634,_01,1969,56,age_06,_07,_04,_04,_01,_01,_08,,,,,,,,_03,"I am extremely passionate about my job. It has brought me many interesting and challenging experiences, which have instilled in me a great deal of enthusiasm.",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_04,_03,_03,_02,_02,_02,_02,_03,_03,_03,_03,_02,_03,_04,_01,_07,,,,,,,,,,,,,,_04,,No,_02,company_01,_01,_04,_03,_10,none,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,gen_pop,A5N4DN,A5N4DN,635,_01,1999,26,age_03,_03,_01,_04,_06,_07,,,,,,,,,_03,Easy job,_03,_01,_02,_04,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_04,_04,_04,_03,_03,_04,_04,_04,_04,_03,_04,_03,_01,_01,_05,,,,,,,_03,,,,_02,,,,No,_02,company_01,_01,_03,_01,_03,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,gen_pop,4BJDI4,4BJDI4,636,_01,1981,44,age_04,_04,_01,_02,_04,_04,_05,,,,,,,,_04,"I am extremely passionate about my job. It has brought me many interesting and challenging experiences, which have instilled in me a great deal of enthusiasm.",_01,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_02,_02,_03,_04,_03,_02,_01,_03,_02,_03,_03,_03,_04,_05,_01,_03,_05,_02,,,,,,,_05,_04,,_05,,,,No,_05,company_03,_07,_02,_01,_10,none,,,,,,_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,gen_pop,JGM4HJ,JGM4HJ,637,_01,1995,30,age_03,_02,_01,_02,_06,_02,,,,,,,,,_03,"Because of the good welfare and quality products, the boss is responsible.",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_02,_03,_03,_02,_03,_03,_02,_02,_03,_03,_03,_03,_03,_03,_03,_01,_05,_03,_07,,,,,,,,_03,,_03,,_03,,Yes,_02,company_01,_03,_01,_02,_04,_01,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,gen_pop,AI37M8,AI37M8,638,_01,1998,27,age_03,_03,_02,_07,_04,_08,,,,,,,,,_04,"I am extremely passionate about my job. It has brought me many interesting and challenging experiences, which have instilled in me a great deal of enthusiasm.",_01,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_04,_02,_03,_03,_02,_03,_03,_03,_03,_02,_02,_05,_02,_05,_07,,,,,,,,,,,_05,,_04,,Yes,_04,company_03,_04,_02,_01,_10,_01,,,,,,_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,gen_pop,8IJJK4,8IJJK4,639,_01,1992,33,age_03,_04,_02,_03,_07,_08,,,,,,,,,_02,The work is cumbersome,_03,_01,_04,_16,,,,,,,,,,,,,,,,,,,,,,,_04,_04,_04,_03,_03,_03,_03,_03,_04,_04,_04,_03,_03,_04,_03,_01,_07,,,,,,,,,,,,,,_03,,No,_02,company_01,_01,_01,_02,_04,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,gen_pop,MA9JA2,MA9JA2,640,_01,1996,29,age_03,_02,_01,_03,_06,_05,_06,,,,,,,,_03,A company with good welfare and humanized management produces high-quality products.,_03,_03,_02,_06,_07,_09,_08,_24,,,,,,,,,,,,,,,,,,,_03,_03,_04,_02,_03,_03,_03,_03,_03,_03,_04,_03,_03,_03,_03,_01,_07,_01,_04,,,,,,_03,,,_03,,,_02,,Yes,_03,company_02,_02,_02,_02,_03,_01,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,gen_pop,LAJB15,LAJB15,642,_02,1963,62,age_06,_07,_04,_03,_07,_06,,,,,,,,,_02,Boring work is dangerous and unsafe.,_01,,,,,,,,,,,,,,,,,,,,,,,,,,_04,_03,_02,_02,_04,_03,_03,_03,_02,_02,_02,_01,_03,_02,_03,_02,_07,,,,,,,,,,,,,,_03,,No,_04,company_03,_05,_04,_04,_10,none,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,gen_pop,MJDIKA,MJDIKA,643,_02,1997,28,age_03,_03,_01,_02,_06,_03,_06,,,,,,,,_03,"the work is meaningful and contributes to protecting people and environments. BUT there are limitations such as outdated equipment, limited career advancement opportunities",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_04,_02,_03,_03,_04,_04,_03,_04,_03,_03,_04,_02,_02,_04,,,,,,,,,,,_04,,,,,No,_04,company_03,_03,_03,_01,_03,_04,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,gen_pop,KG669G,KG669G,644,_01,1994,31,age_03,_02,_01,_02,_06,_02,_03,,,,,,,,_04,"Because the products manufactured by the company are reliable and trustworthy, with good welfare benefits and a positive work atmosphere.",_01,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_03,_03,_03,_04,_03,_03,_04,_03,_03,_03,_04,_03,_01,_04,_03,,,,,,,,,_05,_04,,,,,Yes,_02,company_01,_02,_01,_02,_01,_02,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,gen_pop,F6B6HM,F6B6HM,645,_01,1960,65,age_07,_07,_04,_02,_04,_04,_05,_07,,,,,,,_05,He brought us and my family interesting things.,_01,,,,,,,,,,,,,,,,,,,,,,,,,,_01,_03,_02,_02,_04,_01,_02,_01,_02,_02,_04,_02,_02,_03,_05,_01,_07,,,,,,,,,,,,,,_02,,No,_06,company_04,_08,_04,_04,_10,none,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,gen_pop,6D18K6,6D18K6,646,_02,1996,29,age_03,_04,_01,_02,_07,_08,,,,,,,,,_02,Boring work,_04,_01,_02,_04,_06,,,,,,,,,,,,,,,,,,,,,,_04,_03,_03,_04,_03,_02,_04,_04,_04,_03,_03,_03,_04,_04,_02,_01,_05,_03,,,,,,,,,_04,,_03,,,,No,_03,company_02,_02,_01,_02,_03,_03,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,gen_pop,4MCFDI,4MCFDI,647,_01,1994,31,age_03,_03,_01,_07,_05,_07,,,,,,,,,_03,Satisfaction gives rise to the demand for stable jobs.,_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_03,_02,_03,_03,_02,_03,_04,_04,_03,_02,_04,_04,_01,_07,_05,_03,,,,,,,,_04,,_04,,_04,,No,_02,company_01,_02,_01,_03,_04,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,gen_pop,H6L547,H6L547,648,_02,1982,43,age_04,_04,_02,_04,_01,_02,_03,_04,_06,,,,,,_03,He brought us and my family interesting things.,_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_04,_03,_03,_02,_03,_03,_03,_03,_03,_03,_03,_03,_03,_04,_01,_07,_05,_06,,,,,,,,,,_03,_05,_04,,No,_02,company_01,_03,_02,_01,_10,none,,,,,,_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,gen_pop,HGG8G5,HGG8G5,650,_01,1998,27,age_03,_02,_02,_02,_02,_02,,,,,,,,,_04,The company's good place to live is close to where I work.,_01,,,,,,,,,,,,,,,,,,,,,,,,,,_04,_04,_04,_03,_03,_03,_04,_03,_03,_04,_03,_03,_03,_03,_01,_01,_01,,,,,,,,_02,,,,,,,,Yes,_03,company_02,_02,_02,_01,_01,_01,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,gen_pop,B43IMB,B43IMB,651,_02,1979,46,age_05,_04,_02,_04,_07,_03,_04,,,,,,,,_04,Easy job; high salary,_03,_01,_02,,,,,,,,,,,,,,,,,,,,,,,,_03,_04,_03,_04,_03,_03,_03,_04,_04,_03,_03,_04,_04,_04,_02,_01,_04,_05,,,,,,,,,,_03,_03,,,,No,_03,company_02,_01,_01,_01,_04,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,gen_pop,H13A7H,H13A7H,654,_01,1998,27,age_03,_02,_03,_01,_05,_01,,,,,,,,,_01,"Poor welfare, bad boss treatment, far from home",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_02,_02,_02,_02,_03,_03,_02,_02,_02,_02,_03,_03,_02,_03,_01,_01,_06,,,,,,,,,,,,,_02,,,Yes,_02,company_01,_02,_02,_01,_02,_02,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,gen_pop,7MEHD7,7MEHD7,655,_01,1979,46,age_05,_05,_01,_02,_05,_05,_06,,,,,,,,_03,He brought us and my family interesting things.,_03,_01,_03,_04,_18,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_03,_03,_02,_02,_03,_02,_03,_03,_03,_02,_03,_04,_01,_07,_05,_06,,,,,,,,,,_03,_05,_04,,No,_04,company_03,_03,_03,_01,_10,none,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,gen_pop,73AM35,73AM35,656,_01,1994,31,age_03,_03,_01,_04,_05,_04,,,,,,,,,_03,Easy job,_03,_01,_18,_04,_02,,,,,,,,,,,,,,,,,,,,,,_04,_03,_04,_04,_03,_04,_03,_04,_04,_03,_03,_03,_03,_03,_02,_01,_07,_04,,,,,,,,,,_03,,,_03,,No,_03,company_02,_02,_01,_01,_04,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,gen_pop,AGE8HB,AGE8HB,658,_01,1999,26,age_03,_02,_01,_04,_07,_06,,,,,,,,,_03,Still quite fond of it.,_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_04,_04,_04,_02,_04,_02,_03,_04,_04,_04,_04,_04,_04,_03,_01,_04,,,,,,,,,,,_03,,,,,No,_04,company_03,_04,_03,_01,_03,_02,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,gen_pop,FKECK3,FKECK3,659,_01,1986,39,age_04,_04,_01,_05,_04,_04,,,,,,,,,_02,Because there are still some safety systems that cannot be fully implemented,_02,,,,,,,,,,,,,,,,,,,,,,,,,,_02,_02,_01,_02,_02,_02,_03,_01,_02,_02,_02,_02,_03,_01,_02,_01,_05,,,,,,,,,,,,_03,,,,Yes,_03,company_02,_02,_01,_02,_04,_01,,,,,,_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,gen_pop,GKM48I,GKM48I,660,_01,1987,38,age_04,_04,_01,_05,_04,_01,_08,,,,,,,,_04,Easy job; high salary,_03,_01,_03,_04,,,,,,,,,,,,,,,,,,,,,,,_04,_04,_04,_03,_03,_04,_03,_04,_04,_04,_04,_04,_04,_03,_03,_01,_07,_02,,,,,,,,_03,,,,,_03,,No,_03,company_02,_02,_02,_02,_05,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,gen_pop,F9KHCG,F9KHCG,661,_01,1981,44,age_04,_04,_01,_03,_07,_08,,,,,,,,,_04,Still quite fond of it.,_01,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_04,_04,_04,_02,_03,_03,_03,_04,_04,_04,_04,_04,_04,_05,_01,_04,,,,,,,,,,,_04,,,,,Yes,_05,company_03,_05,_01,_02,_04,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,gen_pop,KBJ2G5,KBJ2G5,662,_02,1994,31,age_03,_03,_01,_03,_06,_08,,,,,,,,,_04,Still quite fond of it.,_01,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_04,_04,_04,_02,_02,_03,_03,_04,_04,_03,_04,_04,_04,_04,_01,_01,,,,,,,,_03,,,,,,,,No,_04,company_03,_04,_02,_01,_03,_02,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,gen_pop,EAL7CD,EAL7CD,664,_02,1978,47,age_05,_04,_01,_03,_04,_02,,,,,,,,,_04,Still quite fond of it.,_01,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_04,_03,_03,_03,_03,_03,_03,_03,_03,_03,_03,_03,_03,_05,_01,_07,,,,,,,,,,,,,,_03,,No,_05,company_03,_04,_01,_03,_04,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,gen_pop,9FBMG5,9FBMG5,665,_02,1972,53,age_05,_02,_02,_03,_05,_06,,,,,,,,,_04,Still quite fond of it.,_02,,,,,,,,,,,,,,,,,,,,,,,,,,_04,_04,_04,_03,_02,_04,_04,_03,_03,_04,_03,_03,_04,_03,_05,_01,_07,,,,,,,,,,,,,,_04,,No,_05,company_03,_04,_01,_02,_04,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,gen_pop,AIKB5A,AIKB5A,668,_01,1967,58,age_06,_04,_02,_04,_04,_04,,,,,,,,,_04,Still quite fond of it.,_01,,,,,,,,,,,,,,,,,,,,,,,,,,_04,_04,_04,_04,_04,_04,_04,_04,_04,_04,_04,_04,_04,_04,_04,_01,_03,,,,,,,,,,_04,,,,,,No,_04,company_03,_04,_04,_02,_05,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,gen_pop,6BFA2I,6BFA2I,670,_01,1989,36,age_04,_03,_01,_03,_07,_04,,,,,,,,,_04,Still quite fond of it.,_01,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_04,_03,_04,_03,_03,_04,_04,_04,_03,_04,_03,_04,_02,_06,,,,,,,,,,,,,_04,,,Yes,_05,company_03,_05,_01,_03,_04,_02,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,gen_pop,C4712I,C4712I,671,_01,1955,70,age_07,_05,_01,_04,_04,_04,,,,,,,,,_04,Still quite fond of it.,_01,,,,,,,,,,,,,,,,,,,,,,,,,,_04,_04,_04,_04,_04,_04,_04,_04,_04,_04,_04,_04,_04,_04,_05,_02,_04,,,,,,,,,,,_04,,,,,Yes,_04,company_03,_04,_01,_02,_04,_02,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,gen_pop,5BJ8EK,5BJ8EK,674,_01,1986,39,age_04,_04,_02,_03,_04,_04,,,,,,,,,_01,Still quite fond of it.,_01,,,,,,,,,,,,,,,,,,,,,,,,,,_04,_04,_04,_04,_04,_04,_04,_04,_04,_04,_04,_04,_04,_04,_05,_01,_06,,,,,,,,,,,,,_04,,,Yes,_06,company_04,_04,_03,_03,_03,_02,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
